i_id,商品名称,类目,品牌,商品状态,SKU数,主图URL,成本价(最低),成本价(最高),售价,库存总量,规格属性(首个SKU),颜色(从规格提取),重量(kg),长(cm),宽(cm),高(cm),体积,供应商,标签,关联店铺,缺失字段,缺失字段数,完整度评分,Agent可用等级,审核状态,质量警告,最后更新时间
N230103-C02,翻盖左侧板,半成品类 - 吹塑部件,,未知,1,,,,,,丁香棕,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N230103-C03,手推车翻盖底板,半成品类 - 吹塑部件,,未知,1,,,,,,丁香棕,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N230201-C01,侧板固定环,半成品类 - 吹塑部件,,未知,1,,,,,,丁香棕,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
N230201-C02,前板固定环,半成品类 - 吹塑部件,,未知,1,,,,,,丁香棕,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NHT0211-C01,小狗滑梯鼻子,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NHT0211-C02,小狗滑梯侧板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NHT9831-C01,1号滑梯踏板（自行车图案）,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NHT9833-C,1号平台板,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NHT9941-C,1号上滑道,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NHT9943-C01,1号上扶手-A,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NHT9943-C02,1号上扶手-B,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NHT9944-C01,1号下扶手-A,半成品类 - 吹塑部件,,未知,1,,,,,,溶月灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NHT9944-C02,1号下扶手-B,半成品类 - 吹塑部件,,未知,1,,,,,,溶月灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NSJ0111-C01,猴子书架侧板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NSJ0111-C02,香蕉套钩,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NSJ0211-C,松鼠书架侧板,半成品类 - 吹塑部件,,未知,1,,,,,,雀羽蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NSJ0311-C,鲨鱼书架侧板,半成品类 - 吹塑部件,,未知,1,,,,,,雀羽蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NSJ0411-C,鳄鱼爸爸书架侧板,半成品类 - 吹塑部件,,未知,1,,,,,,雀羽蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NSJ0511-C,鳄鱼妈妈书架侧板,半成品类 - 吹塑部件,,未知,1,,,,,,雀羽蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NSJ0611-C,鳄鱼宝宝书架侧板,半成品类 - 吹塑部件,,未知,1,,,,,,雀羽蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NSJ9921-C,书架大L板,半成品类 - 吹塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NSJ9922-C,书架大挡板,半成品类 - 吹塑部件,,未知,1,,,,,,溶月灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NYM0121-C,呆萌鹿马身,半成品类 - 吹塑部件,,未知,1,,,,,,雀羽蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NYM9511-C,方底板,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NYM9711-C,鱼底板,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NYM9811-C,小鲤鱼底板,半成品类 - 吹塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
NYM9911-C,金鱼底板,半成品类 - 吹塑部件,,未知,1,,,,,,千禧粉,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y200101-Z01,方螺丝盖,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y200101-Z02,长螺帽,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y200998-Z,1号收纳盒（老）,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y200999-Z,1号收纳盒（新）,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y201097-Z,2号收纳盒,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y201099-Z,5号收纳盒,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y201297-Z,小熊收纳盒,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y201298-Z,尿布台收纳盒,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y201299-Z,瓢虫螺丝刀,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210197-Z,一号硅胶垫,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210198-Z,二号硅胶垫,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210199-Z,围栏锁芯,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210297-Z,围栏锁框,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210298-Z,母卡扣,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210299-Z,公卡扣,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210397-Z,连接基座,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210398-Z,限位器,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210399-Z,门塞住,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210497-Z,拨片白,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210498-Z,拨片灰,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210499-Z,旋钮盖,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210597-Z,BB器翅膀底座,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210598-Z,BB器盖,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210599-Z,BB器圆形底座,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210697-Z,望远镜,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210698-Z,望远镜转向器,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210699-Z,望远镜支架,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210799-Z,小熊篮球筐,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210897-Z01,2号篮球架卡扣,半成品类 - 注塑部件,,未知,1,,,,,,雀羽蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210897-Z02,2号篮球框,半成品类 - 注塑部件,,未知,1,,,,,,雀羽蓝,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210898-Z,1号注塑挂钩,半成品类 - 注塑部件,,未知,1,,,,,,玉清绿,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210899-Z,2号注塑挂钩,半成品类 - 注塑部件,,未知,1,,,,,,玉莲白,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210997-Z,字母套环,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
Y210998-Z,一号轮,半成品类 - 注塑部件,,未知,1,,,,,,暮云灰,,,,,,,,补发部件,,"main_image, price, stock, material, weight, color",6,60,L2,部分可用待补全,主图缺失 | 价格缺失 | 库存缺失 | 商品状态未知 | 所有SKU图片缺失,2025-11-17 09:32:34.637
